#INH Enhancers
#Created from output/INH_5KB_STITCHED_REGION_MAP.txt
#Ranked by INH.H3K27ac.sorted.bam
#Using cutoff of 15595.8 for Super-Enhancers
#Created on Aug 19 2022 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	INH.H3K27ac.sorted.bam	enhancerRank	isSuper
2_peak_96920_lociStitched	chr2	141998200	142000400	2	2202	1627.56	14576	0
3_peak_46566_lociStitched	chr15	81103200	81109800	3	1603	1627.56	14577	0
2_peak_31771_lociStitched	chr13	76110200	76112000	2	1802	1627.38	14578	0
2_peak_16671_lociStitched	chr11	96762600	96763400	2	802	1627.2	14579	0
3_peak_65434_lociStitched	chr18	39236600	39240600	3	1603	1627.2	14580	0
4_peak_59455_lociStitched	chr17	51789000	51791600	4	2604	1627.08	14581	0
3_peak_148511_lociStitched	chr7	131132400	131136000	3	1403	1626.48	14582	0
4_peak_35960_lociStitched	chr14	29894800	29901400	4	2604	1626.24	14583	0
5_peak_98513_lociStitched	chr2	158130000	158133200	5	3205	1625.92	14584	0
3_peak_76740_lociStitched	chr1	58739200	58740400	3	1203	1625.64	14585	0
2_peak_39895_lociStitched	chr14	102977400	102979800	2	2402	1625.52	14586	0
5_peak_144348_lociStitched	chr7	71037000	71043800	5	3405	1624.52	14587	0
4_peak_57120_lociStitched	chr17	15342600	15344800	4	2204	1624.48	14588	0
2_peak_144388_lociStitched	chr7	73377400	73383600	2	2202	1624.4	14589	0
2_peak_135964_lociStitched	chr6	67162600	67168400	2	1202	1624	14590	0
2_peak_88222_lociStitched	chr2	31163400	31165600	2	2202	1622.72	14591	0
3_peak_138089_lociStitched	chr6	100126800	100129800	3	3003	1622.7	14592	0
3_peak_90989_lociStitched	chr2	62104200	62107600	3	3403	1622.48	14593	0
2_peak_112810_lociStitched	chr4	65915600	65918800	2	3202	1622.4	14594	0
2_peak_8545_lociStitched	chr10	109839600	109845200	2	3002	1622.32	14595	0
2_peak_124952_lociStitched	chr5	64093600	64095800	2	2202	1622.06	14596	0
4_peak_155500_lociStitched	chr8	105226200	105231200	4	3404	1621.5	14597	0
3_peak_141067_lociStitched	chr6	142344600	142347800	3	1403	1621.44	14598	0
6_peak_21051_lociStitched	chr12	31655600	31658800	6	3206	1621.44	14599	0
5_peak_138083_lociStitched	chr6	100032000	100034000	5	2005	1621.4	14600	0
3_peak_147597_lociStitched	chr7	118110800	118114600	3	3803	1621.08	14601	0
3_peak_5872_lociStitched	chr10	79551000	79554200	3	2403	1620.8	14602	0
5_peak_142046_lociStitched	chr7	24990400	24991600	5	1205	1619.76	14603	0
6_peak_8754_lociStitched	chr10	111341800	111348600	6	2606	1619.76	14604	0
2_peak_78631_lociStitched	chr1	86522000	86523200	2	1202	1619.64	14605	0
3_peak_128755_lociStitched	chr5	121068400	121069600	3	1203	1619.4	14606	0
3_peak_73338_lociStitched	chr19	61084200	61090000	3	1203	1619.36	14607	0
5_peak_54998_lociStitched	chr16	90140000	90142800	5	2605	1619.24	14608	0
3_peak_109595_lociStitched	chr4	9218400	9221200	3	2803	1619.24	14609	0
5_peak_33862_lociStitched	chr13	111383600	111385200	5	1605	1619.04	14610	0
3_peak_7897_lociStitched	chr10	100585600	100588800	3	2403	1618.88	14611	0
3_peak_102646_lociStitched	chr3	55741400	55745200	3	3803	1618.8	14612	0
5_peak_25511_lociStitched	chr12	100222400	100226800	5	2805	1618.76	14613	0
2_peak_38437_lociStitched	chr14	64761600	64767200	2	1402	1618.4	14614	0
3_peak_155216_lociStitched	chr8	96244400	96247200	3	2803	1618.12	14615	0
3_peak_64525_lociStitched	chr18	34042400	34047600	3	5203	1617.72	14616	0
2_peak_2961_lociStitched	chr10	43047400	43053200	2	1802	1617.62	14617	0
4_peak_79794_lociStitched	chr1	106687000	106692000	4	3204	1617.5	14618	0
2_peak_113346_lociStitched	chr4	75359200	75361000	2	1802	1617.48	14619	0
5_peak_168175_lociStitched	chrX	11836800	11841000	5	3405	1617.42	14620	0
4_peak_131910_lociStitched	chr6	5966200	5970000	4	2604	1616.9	14621	0
2_peak_149212_lociStitched	chr7	141062200	141063600	2	1402	1616.3	14622	0
5_peak_70429_lociStitched	chr19	18652200	18654800	5	2605	1615.9	14623	0
2_peak_164617_lociStitched	chr9	75882800	75884600	2	1802	1615.86	14624	0
2_peak_16068_lociStitched	chr11	88662200	88665200	2	3002	1615.8	14625	0
3_peak_100123_lociStitched	chr2	181278600	181281200	3	1403	1615.38	14626	0
3_peak_65569_lociStitched	chr18	42512600	42515800	3	3203	1615.04	14627	0
3_peak_168693_lociStitched	chrX	48029600	48033400	3	2803	1614.62	14628	0
3_peak_40489_lociStitched	chr14	120466400	120468200	3	1803	1614.24	14629	0
5_peak_105505_lociStitched	chr3	102763000	102765000	5	2005	1614.2	14630	0
5_peak_70215_lociStitched	chr19	11913600	11919000	5	3805	1614.06	14631	0
3_peak_74230_lociStitched	chr1	22942000	22944400	3	1603	1614	14632	0
3_peak_51394_lociStitched	chr16	28630400	28633400	3	3003	1614	14633	0
4_peak_163108_lociStitched	chr9	61745200	61749200	4	2604	1613.6	14634	0
5_peak_169753_lociStitched	chrX	101643800	101649400	5	4805	1613.36	14635	0
4_peak_101179_lociStitched	chr3	25059000	25064000	4	2204	1613	14636	0
2_peak_59439_lociStitched	chr17	50762400	50764200	2	1802	1612.98	14637	0
4_peak_87900_lociStitched	chr2	29426400	29428600	4	2204	1612.82	14638	0
5_peak_45498_lociStitched	chr15	73590400	73595400	5	2605	1612	14639	0
2_peak_19916_lociStitched	chr12	4201200	4204200	2	3002	1611.6	14640	0
3_peak_54735_lociStitched	chr16	86693200	86695600	3	2403	1610.88	14641	0
3_peak_39611_lociStitched	chr14	93462800	93465400	3	2603	1610.44	14642	0
3_peak_167408_lociStitched	chr9	118480400	118486200	3	1603	1610.08	14643	0
3_peak_112597_lociStitched	chr4	64198200	64201200	3	3003	1609.8	14644	0
2_peak_16653_lociStitched	chr11	95746800	95748800	2	2002	1609.6	14645	0
2_peak_33866_lociStitched	chr13	111406000	111411200	2	1602	1609.4	14646	0
2_peak_28740_lociStitched	chr13	36171800	36175800	2	2602	1609.2	14647	0
4_peak_22268_lociStitched	chr12	65107200	65111400	4	3004	1609.02	14648	0
4_peak_85456_lociStitched	chr1	190947600	190949800	4	2204	1608.86	14649	0
6_peak_12410_lociStitched	chr11	45471000	45473600	6	2606	1608.62	14650	0
4_peak_141251_lociStitched	chr6	145483200	145488800	4	3604	1608.32	14651	0
4_peak_65871_lociStitched	chr18	46389200	46390800	4	1604	1608	14652	0
2_peak_133698_lociStitched	chr6	33890000	33892200	2	2202	1607.98	14653	0
3_peak_90122_lociStitched	chr2	53069800	53071600	3	1803	1607.94	14654	0
3_peak_28775_lociStitched	chr13	36443600	36448200	3	2403	1607.7	14655	0
4_peak_31311_lociStitched	chr13	63044000	63047200	4	2204	1607.68	14656	0
3_peak_13866_lociStitched	chr11	65001200	65003800	3	2603	1607.58	14657	0
2_peak_6920_lociStitched	chr10	89656200	89657800	2	1602	1606.88	14658	0
3_peak_59089_lociStitched	chr17	46831200	46833800	3	2603	1606.8	14659	0
3_peak_62406_lociStitched	chr18	4376800	4382800	3	2803	1606.2	14660	0
3_peak_102065_lociStitched	chr3	51417400	51423000	3	5203	1606.08	14661	0
3_peak_130088_lociStitched	chr5	132368400	132374200	3	2603	1606.02	14662	0
5_peak_105579_lociStitched	chr3	103648600	103650800	5	2205	1605.78	14663	0
4_peak_106966_lociStitched	chr3	124156400	124159600	4	2204	1605.76	14664	0
4_peak_27721_lociStitched	chr13	17926800	17931800	4	1804	1605.5	14665	0
4_peak_88227_lociStitched	chr2	31185800	31187800	4	2004	1605.4	14666	0
1_peak_155805_lociStitched	chr8	106839000	106840400	1	1401	1605.38	14667	0
2_peak_133206_lociStitched	chr6	29209400	29211600	2	1602	1605.12	14668	0
1_peak_169624_lociStitched	chrX	96171000	96173000	1	2001	1605	14669	0
3_peak_60754_lociStitched	chr17	71592000	71597600	3	4003	1604.96	14670	0
5_peak_135673_lociStitched	chr6	60717000	60718800	5	1805	1604.88	14671	0
4_peak_79815_lociStitched	chr1	107511000	107513400	4	2404	1604.88	14672	0
3_peak_95341_lociStitched	chr2	124931200	124933800	3	2603	1604.46	14673	0
4_peak_106199_lociStitched	chr3	108438600	108443800	4	5204	1604.2	14674	0
3_peak_169862_lociStitched	chrX	102475400	102480000	3	1603	1604.02	14675	0
2_peak_158033_lociStitched	chr8	124015000	124020000	2	5002	1604	14676	0
3_peak_162037_lociStitched	chr9	50000000	50006600	3	1803	1603.8	14677	0
3_peak_47262_lociStitched	chr15	87107400	87110400	3	3003	1603.5	14678	0
3_peak_146240_lociStitched	chr7	99178000	99181600	3	3003	1603.44	14679	0
3_peak_66275_lociStitched	chr18	53854600	53856000	3	1403	1603.42	14680	0
3_peak_25462_lociStitched	chr12	99685200	99687400	3	2203	1603.36	14681	0
2_peak_143629_lociStitched	chr7	57785200	57791000	2	1802	1603.12	14682	0
4_peak_163154_lociStitched	chr9	62184600	62189600	4	5004	1603	14683	0
2_peak_97859_lociStitched	chr2	154390000	154395000	2	1402	1603	14684	0
5_peak_40352_lociStitched	chr14	119665400	119672400	5	3205	1603	14685	0
3_peak_36725_lociStitched	chr14	46816200	46820600	3	4203	1602.92	14686	0
2_peak_114991_lociStitched	chr4	101218400	101220600	2	2202	1602.48	14687	0
3_peak_154705_lociStitched	chr8	88339000	88342800	3	3803	1602.46	14688	0
5_peak_31624_lociStitched	chr13	70716200	70719600	5	3405	1602.42	14689	0
2_peak_104030_lociStitched	chr3	82440400	82441800	2	1402	1602.16	14690	0
1_peak_139726_lociStitched	chr6	119659400	119662800	1	3401	1602.08	14691	0
3_peak_41424_lociStitched	chr15	8108000	8112000	3	2003	1602	14692	0
3_peak_125857_lociStitched	chr5	81561800	81570800	3	7403	1602	14693	0
3_peak_130973_lociStitched	chr5	142172000	142174600	3	2603	1601.86	14694	0
4_peak_108507_lociStitched	chr3	146913000	146919000	4	1804	1601.4	14695	0
2_peak_135967_lociStitched	chr6	67176400	67179800	2	3402	1601.06	14696	0
5_peak_106241_lociStitched	chr3	108974000	108976000	5	2005	1601	14697	0
3_peak_168536_lociStitched	chrX	23694800	23701000	3	5203	1600.84	14698	0
4_peak_20171_lociStitched	chr12	9132800	9135800	4	3004	1600.8	14699	0
3_peak_125101_lociStitched	chr5	66404800	66407800	3	3003	1600.8	14700	0
5_peak_28902_lociStitched	chr13	41294200	41301400	5	1605	1600.56	14701	0
3_peak_168990_lociStitched	chrX	61823400	61825600	3	1803	1600.28	14702	0
2_peak_145376_lociStitched	chr7	84013400	84019600	2	2802	1600.22	14703	0
1_peak_56288_lociStitched	chr17	5896000	5897200	1	1201	1600.08	14704	0
1_peak_73645_lociStitched	chr1	13223400	13226800	1	3401	1600.04	14705	0
2_peak_139711_lociStitched	chr6	119483000	119486600	2	3602	1599.84	14706	0
7_peak_40872_lociStitched	chr14	122535000	122539200	7	2407	1599.78	14707	0
3_peak_69295_lociStitched	chr19	3692400	3695400	3	1603	1599.6	14708	0
3_peak_49690_lociStitched	chr16	8817800	8821600	3	1403	1599.42	14709	0
1_peak_31321_lociStitched	chr13	63154600	63156800	1	2201	1599.4	14710	0
4_peak_34866_lociStitched	chr14	15476400	15480800	4	1604	1599.4	14711	0
3_peak_123855_lociStitched	chr5	37035600	37043000	3	1403	1599.14	14712	0
8_peak_136782_lociStitched	chr6	85222400	85225400	8	3008	1598.7	14713	0
3_peak_27389_lociStitched	chr13	11837400	11839600	3	2203	1598.52	14714	0
3_peak_155082_lociStitched	chr8	94280400	94284200	3	3803	1598.28	14715	0
1_peak_141335_lociStitched	chr6	145967800	145969200	1	1401	1598.24	14716	0
2_peak_83114_lociStitched	chr1	163821000	163823200	2	2202	1598.08	14717	0
2_peak_31662_lociStitched	chr13	73441400	73448000	2	4202	1597.86	14718	0
3_peak_12730_lociStitched	chr11	52234400	52240000	3	1403	1597.68	14719	0
3_peak_111374_lociStitched	chr4	45400800	45407200	3	4603	1597.44	14720	0
3_peak_58633_lociStitched	chr17	35002200	35003800	3	1203	1597.28	14721	0
4_peak_137645_lociStitched	chr6	91989000	91992000	4	3004	1597.2	14722	0
4_peak_165504_lociStitched	chr9	96649200	96650600	4	1404	1596.98	14723	0
6_peak_147137_lociStitched	chr7	111895600	111897600	6	2006	1596.8	14724	0
3_peak_22134_lociStitched	chr12	55400000	55406000	3	3403	1596.6	14725	0
5_peak_22825_lociStitched	chr12	73370200	73372600	5	2405	1596.48	14726	0
2_peak_167756_lociStitched	chr9	121964400	121965800	2	1402	1596.28	14727	0
2_peak_145528_lociStitched	chr7	89737600	89744400	2	2602	1595.96	14728	0
4_peak_151411_lociStitched	chr8	36434800	36436600	4	1804	1595.7	14729	0
2_peak_76315_lociStitched	chr1	52582400	52584000	2	1602	1595.52	14730	0
2_peak_77804_lociStitched	chr1	73456600	73461400	2	2402	1595.52	14731	0
5_peak_152490_lociStitched	chr8	64394800	64396800	5	2005	1595.4	14732	0
3_peak_26889_lociStitched	chr12	116641800	116648800	3	2003	1595.3	14733	0
5_peak_54237_lociStitched	chr16	72860800	72863000	5	2205	1595.22	14734	0
4_peak_162290_lociStitched	chr9	54533000	54536800	4	2204	1594.86	14735	0
3_peak_16354_lociStitched	chr11	93769800	93771800	3	2003	1594.6	14736	0
3_peak_123618_lociStitched	chr5	35237600	35240200	3	2603	1594.58	14737	0
4_peak_132252_lociStitched	chr6	13883800	13886800	4	3004	1594.5	14738	0
3_peak_53769_lociStitched	chr16	56377400	56379600	3	2203	1594.12	14739	0
2_peak_4508_lociStitched	chr10	66546200	66553400	2	2602	1594.08	14740	0
3_peak_165372_lociStitched	chr9	94772000	94774600	3	2603	1594.06	14741	0
3_peak_75196_lociStitched	chr1	36254400	36255800	3	1403	1594.04	14742	0
2_peak_152589_lociStitched	chr8	66861200	66865000	2	3802	1593.72	14743	0
4_peak_15404_lociStitched	chr11	79908400	79910400	4	2004	1593.6	14744	0
5_peak_96084_lociStitched	chr2	132812000	132815200	5	3205	1593.6	14745	0
4_peak_39625_lociStitched	chr14	93520000	93523400	4	1604	1593.58	14746	0
3_peak_36414_lociStitched	chr14	33991800	33994400	3	2603	1593.54	14747	0
3_peak_121748_lociStitched	chr5	20820600	20823200	3	2603	1593.54	14748	0
5_peak_28082_lociStitched	chr13	24048400	24052600	5	2405	1593.48	14749	0
4_peak_9826_lociStitched	chr10	128403400	128405000	4	1604	1593.12	14750	0
4_peak_35396_lociStitched	chr14	24188400	24191600	4	3204	1592.96	14751	0
4_peak_11944_lociStitched	chr11	36639000	36654200	4	4604	1592.96	14752	0
4_peak_14004_lociStitched	chr11	65801200	65803200	4	2004	1592.4	14753	0
3_peak_150397_lociStitched	chr8	17464400	17467400	3	3003	1592.4	14754	0
3_peak_6763_lociStitched	chr10	85124800	85127600	3	2403	1592.08	14755	0
5_peak_97810_lociStitched	chr2	153592200	153593800	5	1605	1592	14756	0
3_peak_102786_lociStitched	chr3	58371800	58373400	3	1603	1591.84	14757	0
3_peak_139298_lociStitched	chr6	116189400	116192200	3	2803	1591.8	14758	0
3_peak_147433_lociStitched	chr7	113883800	113889000	3	1203	1591.72	14759	0
2_peak_120779_lociStitched	chr4	155371000	155372800	2	1802	1591.56	14760	0
2_peak_53840_lociStitched	chr16	62832400	62838200	2	1802	1591.52	14761	0
3_peak_56996_lociStitched	chr17	12809000	12811000	3	2003	1591.4	14762	0
1_peak_13331_lociStitched	chr11	59899400	59901400	1	2001	1591.2	14763	0
6_peak_131867_lociStitched	chr6	5713600	5716600	6	3006	1591.2	14764	0
2_peak_33948_lociStitched	chr13	112115800	112123600	2	4002	1591.2	14765	0
1_peak_94504_lociStitched	chr2	110862800	110864600	1	1801	1591.02	14766	0
2_peak_157786_lociStitched	chr8	122793000	122794600	2	1602	1590.88	14767	0
1_peak_30248_lociStitched	chr13	51816200	51817600	1	1401	1590.82	14768	0
1_peak_52477_lociStitched	chr16	37639600	37641600	1	2001	1590.8	14769	0
3_peak_96163_lociStitched	chr2	134960400	134968000	3	2003	1590.68	14770	0
2_peak_90964_lociStitched	chr2	61732200	61739400	2	2602	1590.48	14771	0
3_peak_6284_lociStitched	chr10	81079600	81082200	3	2603	1590.42	14772	0
4_peak_60556_lociStitched	chr17	70270200	70273400	4	2204	1590.4	14773	0
2_peak_41854_lociStitched	chr15	23978800	23980200	2	1402	1590.26	14774	0
3_peak_147012_lociStitched	chr7	110287200	110289600	3	2403	1590	14775	0
4_peak_169335_lociStitched	chrX	74330000	74337000	4	2004	1589.7	14776	0
3_peak_69105_lociStitched	chr18	82716400	82717800	3	1403	1589.42	14777	0
2_peak_134398_lociStitched	chr6	43616400	43619400	2	2202	1589.4	14778	0
3_peak_170339_lociStitched	chrX	151346400	151352000	3	3203	1589.28	14779	0
3_peak_14013_lociStitched	chr11	66892200	66895600	3	2003	1589.16	14780	0
4_peak_77630_lociStitched	chr1	69084400	69089600	4	3004	1589.12	14781	0
3_peak_79520_lociStitched	chr1	105110200	105112600	3	2403	1588.8	14782	0
4_peak_73326_lociStitched	chr19	61037200	61042000	4	3204	1588.8	14783	0
6_peak_90046_lociStitched	chr2	52872000	52879400	6	5806	1588.78	14784	0
3_peak_48821_lociStitched	chr15	102239400	102245200	3	1403	1588.62	14785	0
4_peak_125012_lociStitched	chr5	65286400	65289200	4	2804	1588.44	14786	0
4_peak_107805_lociStitched	chr3	137021400	137024000	4	2604	1588.08	14787	0
4_peak_65248_lociStitched	chr18	38763200	38768200	4	2004	1588	14788	0
3_peak_46569_lociStitched	chr15	81117800	81123200	3	2003	1587.6	14789	0
5_peak_36068_lociStitched	chr14	30492600	30501600	5	5405	1587.6	14790	0
2_peak_21295_lociStitched	chr12	35147400	35149800	2	2402	1587.12	14791	0
5_peak_166746_lociStitched	chr9	108462000	108465400	5	1805	1587.12	14792	0
2_peak_135769_lociStitched	chr6	61772600	61775600	2	3002	1587	14793	0
2_peak_58764_lociStitched	chr17	42090400	42093000	2	1802	1586.52	14794	0
4_peak_82440_lociStitched	chr1	155122200	155126600	4	1404	1586.2	14795	0
3_peak_79121_lociStitched	chr1	91207600	91218000	3	4003	1586	14796	0
4_peak_33333_lociStitched	chr13	108094800	108097200	4	2404	1585.92	14797	0
3_peak_55949_lociStitched	chr17	4296400	4299600	3	3203	1585.92	14798	0
2_peak_165133_lociStitched	chr9	90213000	90214800	2	1802	1585.44	14799	0
5_peak_110965_lociStitched	chr4	39343200	39346000	5	2805	1585.36	14800	0
3_peak_120126_lociStitched	chr4	150645400	150651000	3	3803	1585.36	14801	0
2_peak_22006_lociStitched	chr12	52536600	52542800	2	3402	1585.34	14802	0
4_peak_86525_lociStitched	chr2	7619200	7620800	4	1604	1585.28	14803	0
3_peak_53510_lociStitched	chr16	49774400	49776200	3	1803	1585.26	14804	0
3_peak_29079_lociStitched	chr13	43131600	43135200	3	2403	1585.08	14805	0
2_peak_65799_lociStitched	chr18	44829800	44834000	2	4202	1585.08	14806	0
2_peak_98014_lociStitched	chr2	155156000	155161400	2	1202	1584.9	14807	0
3_peak_153717_lociStitched	chr8	81767400	81773000	3	1003	1584.8	14808	0
4_peak_58548_lociStitched	chr17	33494800	33496800	4	2004	1584.2	14809	0
3_peak_85880_lociStitched	chr1	194540600	194542200	3	1603	1584	14810	0
3_peak_111741_lociStitched	chr4	47619800	47622200	3	2403	1584	14811	0
5_peak_54725_lociStitched	chr16	86526800	86534400	5	3205	1583.84	14812	0
3_peak_95335_lociStitched	chr2	124775400	124777400	3	2003	1583.8	14813	0
3_peak_26780_lociStitched	chr12	113147000	113148800	3	1803	1583.64	14814	0
3_peak_40303_lociStitched	chr14	119139400	119143400	3	4003	1583.6	14815	0
3_peak_102781_lociStitched	chr3	58088800	58091600	3	2803	1583.4	14816	0
2_peak_120316_lociStitched	chr4	151725800	151731000	2	2802	1583.4	14817	0
2_peak_102546_lociStitched	chr3	55084200	55087800	2	3602	1583.28	14818	0
2_peak_61349_lociStitched	chr17	83706800	83708200	2	1402	1583.26	14819	0
2_peak_81604_lociStitched	chr1	138965600	138973600	2	6002	1583.2	14820	0
1_peak_70454_lociStitched	chr19	21051400	21055200	1	3801	1583.08	14821	0
3_peak_7576_lociStitched	chr10	96033400	96036600	3	2003	1583.04	14822	0
3_peak_131932_lociStitched	chr6	6115200	6117000	3	1803	1582.56	14823	0
2_peak_112224_lociStitched	chr4	58148000	58150800	2	2802	1582.56	14824	0
1_peak_12589_lociStitched	chr11	50156400	50157800	1	1401	1582.28	14825	0
3_peak_59999_lociStitched	chr17	64715800	64717400	3	1603	1582.24	14826	0
3_peak_124972_lociStitched	chr5	64326200	64330400	3	2403	1582.14	14827	0
4_peak_42960_lociStitched	chr15	37019400	37021200	4	1804	1581.84	14828	0
2_peak_167141_lociStitched	chr9	113152600	113158600	2	1802	1581.6	14829	0
1_peak_16973_lociStitched	chr11	99215800	99217800	1	2001	1581.2	14830	0
1_peak_47006_lociStitched	chr15	85634200	85634800	1	601	1581.18	14831	0
5_peak_91847_lociStitched	chr2	75998000	76000600	5	1805	1580.54	14832	0
3_peak_85106_lociStitched	chr1	182276000	182282000	3	3203	1580.4	14833	0
3_peak_28378_lociStitched	chr13	30082800	30085400	3	1203	1580.28	14834	0
5_peak_91424_lociStitched	chr2	69724200	69731200	5	4805	1579.9	14835	0
4_peak_56171_lociStitched	chr17	5423600	5425600	4	1604	1579.8	14836	0
3_peak_118146_lociStitched	chr4	134744600	134747400	3	2803	1579.76	14837	0
4_peak_127846_lociStitched	chr5	113937000	113940200	4	3204	1579.52	14838	0
2_peak_137097_lociStitched	chr6	88274400	88279600	2	4202	1579.24	14839	0
3_peak_64075_lociStitched	chr18	28224400	28227000	3	2603	1578.72	14840	0
2_peak_85325_lociStitched	chr1	189002400	189007000	2	4602	1578.72	14841	0
2_peak_57017_lociStitched	chr17	12986000	12989800	2	3802	1578.52	14842	0
2_peak_120132_lociStitched	chr4	150856400	150861400	2	2002	1578.5	14843	0
4_peak_15757_lociStitched	chr11	86294800	86298200	4	2604	1578.28	14844	0
3_peak_116518_lociStitched	chr4	120088800	120092600	3	3803	1578.14	14845	0
4_peak_37734_lociStitched	chr14	60062400	60066200	4	3004	1577.76	14846	0
3_peak_19935_lociStitched	chr12	4430400	4438600	3	1403	1577.68	14847	0
3_peak_64233_lociStitched	chr18	32164200	32166800	3	2603	1577.42	14848	0
1_peak_86151_lociStitched	chr2	4558600	4559400	1	801	1577.28	14849	0
4_peak_116121_lociStitched	chr4	116442200	116444600	4	2404	1577.04	14850	0
3_peak_39779_lociStitched	chr14	100281600	100283800	3	2203	1576.74	14851	0
4_peak_35759_lociStitched	chr14	26856400	26859600	4	3204	1576.64	14852	0
3_peak_95845_lociStitched	chr2	130929800	130933400	3	3603	1576.44	14853	0
5_peak_7233_lociStitched	chr10	91383400	91388000	5	2405	1576.42	14854	0
3_peak_160533_lociStitched	chr9	35282400	35285400	3	3003	1576.2	14855	0
3_peak_19604_lociStitched	chr11	120520600	120522200	3	1603	1575.84	14856	0
3_peak_52567_lociStitched	chr16	38348200	38352600	3	1803	1575.64	14857	0
4_peak_28091_lociStitched	chr13	24113200	24118400	4	2004	1575.6	14858	0
2_peak_46131_lociStitched	chr15	78942600	78947200	2	802	1575.5	14859	0
5_peak_35426_lociStitched	chr14	24542600	24544000	5	1405	1575.28	14860	0
2_peak_42751_lociStitched	chr15	35798800	35801000	2	2202	1575.2	14861	0
4_peak_32412_lociStitched	chr13	92986800	92988800	4	2004	1575	14862	0
5_peak_170909_lociStitched	chrX	166383200	166385800	5	2605	1574.82	14863	0
6_peak_39238_lociStitched	chr14	77158600	77165000	6	2206	1574.4	14864	0
5_peak_56848_lociStitched	chr17	11912600	11915200	5	2605	1574.3	14865	0
4_peak_30962_lociStitched	chr13	57959000	57964600	4	2804	1574.16	14866	0
6_peak_88871_lociStitched	chr2	35289200	35294000	6	1806	1573.92	14867	0
6_peak_81371_lociStitched	chr1	135129600	135133400	6	2806	1573.58	14868	0
4_peak_143640_lociStitched	chr7	58766400	58772800	4	1604	1573.12	14869	0
3_peak_153216_lociStitched	chr8	72724200	72729200	3	4403	1573	14870	0
3_peak_101191_lociStitched	chr3	25125200	25132400	3	2203	1572.48	14871	0
4_peak_97007_lociStitched	chr2	143064000	143071600	4	2404	1572.44	14872	0
4_peak_15247_lociStitched	chr11	78152000	78153800	4	1804	1572.3	14873	0
4_peak_160596_lociStitched	chr9	36793400	36796400	4	3004	1572.3	14874	0
1_peak_28015_lociStitched	chr13	20783000	20787600	1	4601	1572.28	14875	0
3_peak_6951_lociStitched	chr10	89855600	89857200	3	1603	1571.68	14876	0
3_peak_82928_lociStitched	chr1	160595000	160597800	3	2403	1571.64	14877	0
4_peak_139039_lociStitched	chr6	114888800	114893000	4	3804	1571.22	14878	0
5_peak_17382_lociStitched	chr11	102859200	102860800	5	1605	1570.72	14879	0
2_peak_146815_lociStitched	chr7	109000800	109002600	2	1802	1570.68	14880	0
3_peak_66200_lociStitched	chr18	52887000	52888400	3	1403	1570.66	14881	0
3_peak_170784_lociStitched	chrX	162503600	162511000	3	1403	1570.28	14882	0
2_peak_148218_lociStitched	chr7	126855000	126856800	2	1802	1569.96	14883	0
4_peak_35376_lociStitched	chr14	23093000	23095600	4	2604	1569.88	14884	0
5_peak_141021_lociStitched	chr6	140961800	140964000	5	2205	1569.7	14885	0
2_peak_129690_lociStitched	chr5	127597000	127599000	2	2002	1569.6	14886	0
4_peak_113375_lociStitched	chr4	75963600	75967200	4	2604	1569.6	14887	0
1_peak_22396_lociStitched	chr12	69926200	69928000	1	1801	1569.42	14888	0
1_peak_132893_lociStitched	chr6	24350000	24351400	1	1401	1569.26	14889	0
4_peak_145970_lociStitched	chr7	97500000	97501800	4	1804	1569.24	14890	0
3_peak_136152_lociStitched	chr6	71978800	71981000	3	1403	1568.82	14891	0
4_peak_3914_lociStitched	chr10	60208600	60212400	4	3804	1568.64	14892	0
4_peak_86550_lociStitched	chr2	9606600	9610800	4	2804	1567.86	14893	0
1_peak_127688_lociStitched	chr5	113271200	113273000	1	1801	1567.62	14894	0
3_peak_19654_lociStitched	chr11	121239600	121243200	3	1003	1567.44	14895	0
3_peak_122413_lociStitched	chr5	25470400	25474200	3	3803	1567.12	14896	0
2_peak_167186_lociStitched	chr9	113703000	113706600	2	3602	1566.72	14897	0
3_peak_17178_lociStitched	chr11	101814800	101821200	3	1403	1566.72	14898	0
3_peak_10420_lociStitched	chr11	6465400	6469400	3	3203	1565.6	14899	0
3_peak_42607_lociStitched	chr15	32622600	32626000	3	3403	1565.02	14900	0
6_peak_110856_lociStitched	chr4	34225600	34228000	6	2406	1564.8	14901	0
3_peak_73580_lociStitched	chr1	10053600	10058000	3	803	1564.64	14902	0
3_peak_21355_lociStitched	chr12	38494200	38495400	3	1203	1564.56	14903	0
4_peak_161187_lociStitched	chr9	43746800	43750400	4	3604	1564.56	14904	0
2_peak_134100_lociStitched	chr6	39344200	39348800	2	1802	1564.46	14905	0
4_peak_142588_lociStitched	chr7	35355400	35358000	4	2604	1563.9	14906	0
3_peak_109904_lociStitched	chr4	13247200	13249600	3	2403	1563.84	14907	0
2_peak_55230_lociStitched	chr16	92159000	92159800	2	802	1563.68	14908	0
3_peak_16792_lociStitched	chr11	97576200	97578600	3	1203	1563.6	14909	0
4_peak_50278_lociStitched	chr16	16354400	16358000	4	3004	1563.12	14910	0
3_peak_168294_lociStitched	chrX	13818400	13825600	3	3603	1563.12	14911	0
2_peak_3107_lociStitched	chr10	45694200	45699200	2	3402	1563	14912	0
3_peak_67032_lociStitched	chr18	62896200	62898800	3	2603	1562.86	14913	0
