#EXC Enhancers
#Created from output/EXC_5KB_STITCHED_REGION_MAP.txt
#Ranked by EXC.H3K27ac.sorted.bam
#Using cutoff of 11792.88 for Super-Enhancers
#Created on Aug 19 2022 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	EXC.H3K27ac.sorted.bam	enhancerRank	isSuper
3_peak_38300_lociStitched	chr13	69864600	69873800	3	3403	1261.32	19301	0
2_peak_46874_lociStitched	chr14	63879400	63886000	2	2802	1261.26	19302	0
3_peak_49396_lociStitched	chr14	103439600	103441600	3	2003	1261.2	19303	0
3_peak_77459_lociStitched	chr18	38905400	38908400	3	3003	1260.9	19304	0
4_peak_39904_lociStitched	chr13	96958200	96962200	4	1604	1260.8	19305	0
2_peak_10031_lociStitched	chr10	125305400	125311800	2	1402	1260.8	19306	0
3_peak_21046_lociStitched	chr11	107929200	107932200	3	3003	1260.6	19307	0
2_peak_193428_lociStitched	chr9	88342400	88347400	2	1202	1260.5	19308	0
3_peak_67242_lociStitched	chr16	97669600	97674400	3	3003	1260.48	19309	0
4_peak_12005_lociStitched	chr11	28483800	28487400	4	2404	1260.36	19310	0
2_peak_27002_lociStitched	chr12	61707200	61712800	2	1002	1260	19311	0
2_peak_100816_lociStitched	chr1	192897600	192903600	2	1402	1260	19312	0
4_peak_72943_lociStitched	chr17	73710800	73713200	4	2404	1259.76	19313	0
3_peak_145555_lociStitched	chr5	77353600	77355600	3	2003	1259.4	19314	0
2_peak_140346_lociStitched	chr5	9446600	9449800	2	1002	1259.2	19315	0
3_peak_163231_lociStitched	chr6	128157400	128160200	3	2803	1259.16	19316	0
2_peak_77659_lociStitched	chr18	39653800	39657200	2	1202	1259.02	19317	0
3_peak_48406_lociStitched	chr14	77004000	77008400	3	2403	1258.84	19318	0
2_peak_64879_lociStitched	chr16	55316200	55323000	2	3002	1258.68	19319	0
3_peak_178878_lociStitched	chr8	57599600	57602200	3	2603	1258.66	19320	0
2_peak_138681_lociStitched	chr4	148462400	148467200	2	2202	1258.56	19321	0
3_peak_31854_lociStitched	chr12	111133400	111136000	3	2603	1258.4	19322	0
2_peak_32286_lociStitched	chr12	116233800	116239000	2	1202	1258.4	19323	0
4_peak_36692_lociStitched	chr13	52765000	52770200	4	2004	1258.4	19324	0
7_peak_98102_lociStitched	chr1	165556400	165559800	7	3407	1258.34	19325	0
3_peak_29136_lociStitched	chr12	83895600	83901200	3	2003	1258.32	19326	0
4_peak_44657_lociStitched	chr14	30878400	30882400	4	2204	1258	19327	0
2_peak_26466_lociStitched	chr12	51015600	51020000	2	1602	1257.96	19328	0
2_peak_124302_lociStitched	chr3	109363400	109370000	2	3602	1257.96	19329	0
4_peak_163436_lociStitched	chr6	134861400	134863800	4	2004	1257.36	19330	0
3_peak_21840_lociStitched	chr11	115815600	115821800	3	2403	1257.36	19331	0
2_peak_23404_lociStitched	chr12	4341600	4348200	2	3402	1257.3	19332	0
3_peak_172599_lociStitched	chr7	118592200	118595200	3	3003	1257	19333	0
3_peak_106245_lociStitched	chr2	59300800	59304800	3	4003	1256.8	19334	0
4_peak_156235_lociStitched	chr6	47480800	47484600	4	2404	1256.66	19335	0
2_peak_39458_lociStitched	chr13	93128200	93131600	2	3002	1256.64	19336	0
5_peak_23454_lociStitched	chr12	4818600	4825400	5	3205	1256.64	19337	0
2_peak_110224_lociStitched	chr2	108784800	108789800	2	1602	1256.5	19338	0
3_peak_89307_lociStitched	chr1	43108400	43113600	3	1603	1256.32	19339	0
3_peak_33499_lociStitched	chr13	13966400	13969800	3	3403	1256.3	19340	0
4_peak_58586_lociStitched	chr15	96315400	96320000	4	2404	1256.26	19341	0
2_peak_16828_lociStitched	chr11	75153200	75156800	2	1602	1256.04	19342	0
2_peak_184618_lociStitched	chr8	124014800	124020200	2	5402	1256.04	19343	0
2_peak_1311_lociStitched	chr10	19889400	19894400	2	1602	1256	19344	0
2_peak_90224_lociStitched	chr1	57589800	57596400	2	2402	1255.98	19345	0
2_peak_78726_lociStitched	chr18	54452600	54454600	2	2002	1255.8	19346	0
2_peak_192110_lociStitched	chr9	67828200	67832800	2	1002	1255.8	19347	0
2_peak_4191_lociStitched	chr10	63255800	63260200	2	4002	1255.76	19348	0
4_peak_100605_lociStitched	chr1	192090000	192093600	4	1404	1255.68	19349	0
1_peak_177657_lociStitched	chr8	34612600	34616200	1	3601	1255.68	19350	0
4_peak_153010_lociStitched	chr5	150228800	150233800	4	2204	1255.5	19351	0
3_peak_27995_lociStitched	chr12	75057800	75063200	3	3203	1255.5	19352	0
2_peak_9965_lociStitched	chr10	123374200	123378800	2	3402	1255.34	19353	0
2_peak_49350_lociStitched	chr14	103179600	103183200	2	2002	1255.32	19354	0
3_peak_191073_lociStitched	chr9	60089000	60093400	3	1403	1255.32	19355	0
3_peak_196602_lociStitched	chr9	120672600	120677400	3	1603	1255.2	19356	0
2_peak_73030_lociStitched	chr17	75167800	75173600	2	1602	1255.12	19357	0
2_peak_39096_lociStitched	chr13	89324400	89327600	2	1602	1255.04	19358	0
1_peak_59035_lociStitched	chr15	100023000	100026600	1	3601	1254.96	19359	0
2_peak_155990_lociStitched	chr6	41100400	41105600	2	2002	1254.76	19360	0
1_peak_88110_lociStitched	chr1	33608000	33611000	1	3001	1254.6	19361	0
2_peak_94089_lociStitched	chr1	121446200	121453000	2	4802	1254.6	19362	0
2_peak_107882_lociStitched	chr2	77312800	77317200	2	1802	1254.44	19363	0
2_peak_88326_lociStitched	chr1	34779600	34784200	2	3002	1254.42	19364	0
3_peak_165078_lociStitched	chr7	16739800	16745200	3	2003	1254.42	19365	0
3_peak_136173_lociStitched	chr4	128898000	128900800	3	2803	1254.4	19366	0
2_peak_156294_lociStitched	chr6	48082600	48085600	2	3002	1254.3	19367	0
4_peak_19248_lociStitched	chr11	96839600	96841600	4	2004	1254.2	19368	0
4_peak_160412_lociStitched	chr6	101994600	101998800	4	1804	1254.12	19369	0
3_peak_54497_lociStitched	chr15	66858200	66864000	3	3203	1253.96	19370	0
4_peak_180513_lociStitched	chr8	81344200	81347800	4	2204	1253.88	19371	0
2_peak_53619_lociStitched	chr15	58153600	58158400	2	2202	1253.76	19372	0
3_peak_39920_lociStitched	chr13	97095200	97097800	3	2603	1253.72	19373	0
3_peak_52620_lociStitched	chr15	39110400	39114400	3	1603	1253.6	19374	0
2_peak_145370_lociStitched	chr5	74299200	74306400	2	3402	1253.52	19375	0
3_peak_146835_lociStitched	chr5	103844200	103846800	3	2603	1253.46	19376	0
4_peak_171526_lociStitched	chr7	107708000	107711800	4	2004	1253.24	19377	0
3_peak_175168_lociStitched	chr8	3272800	3278000	3	5203	1253.2	19378	0
3_peak_9260_lociStitched	chr10	116174200	116182800	3	2203	1253.02	19379	0
3_peak_71774_lociStitched	chr17	57082400	57085400	3	3003	1252.8	19380	0
4_peak_99225_lociStitched	chr1	176247600	176253600	4	2404	1252.8	19381	0
5_peak_17957_lociStitched	chr11	81862600	81868600	5	2405	1252.8	19382	0
3_peak_57813_lociStitched	chr15	89356800	89363400	3	3403	1252.68	19383	0
1_peak_75559_lociStitched	chr18	21271600	21275400	1	3801	1252.48	19384	0
2_peak_118083_lociStitched	chr3	26095600	26102800	2	2202	1252.08	19385	0
3_peak_198325_lociStitched	chrX	103358800	103366800	3	2803	1252	19386	0
4_peak_159993_lociStitched	chr6	97303800	97306200	4	2404	1251.84	19387	0
4_peak_78363_lociStitched	chr18	46443800	46447800	4	2404	1251.2	19388	0
2_peak_65210_lociStitched	chr16	66948200	66952400	2	1802	1251.18	19389	0
2_peak_139514_lociStitched	chr4	152515800	152521000	2	3402	1251.12	19390	0
5_peak_113619_lociStitched	chr2	146289200	146292600	5	3405	1250.86	19391	0
2_peak_161035_lociStitched	chr6	111299800	111305000	2	1002	1250.6	19392	0
4_peak_106866_lociStitched	chr2	67578200	67583400	4	3004	1250.6	19393	0
2_peak_59893_lociStitched	chr16	5325400	5332800	2	3602	1250.6	19394	0
2_peak_17226_lociStitched	chr11	77420000	77423800	2	2202	1250.58	19395	0
3_peak_194412_lociStitched	chr9	102985000	102993600	3	3803	1250.44	19396	0
1_peak_144967_lociStitched	chr5	71135600	71138000	1	2401	1250.4	19397	0
1_peak_85392_lociStitched	chr19	46248800	46251600	1	2801	1250.2	19398	0
4_peak_144480_lociStitched	chr5	64701400	64704400	4	2604	1250.1	19399	0
3_peak_143655_lociStitched	chr5	45562200	45564600	3	2403	1249.92	19400	0
4_peak_144012_lociStitched	chr5	52794600	52800400	4	3204	1249.9	19401	0
3_peak_174958_lociStitched	chr7	144031800	144038600	3	2403	1249.84	19402	0
1_peak_127927_lociStitched	chr4	6708600	6712400	1	3801	1249.82	19403	0
4_peak_99426_lociStitched	chr1	177701800	177704800	4	3004	1249.8	19404	0
1_peak_64176_lociStitched	chr16	41975400	41978400	1	3001	1249.8	19405	0
4_peak_58409_lociStitched	chr15	95214000	95218200	4	3004	1249.5	19406	0
4_peak_31360_lociStitched	chr12	107887800	107892000	4	2004	1249.5	19407	0
2_peak_39537_lociStitched	chr13	93557600	93565200	2	6002	1249.44	19408	0
2_peak_198501_lociStitched	chrX	136635200	136640800	2	1802	1249.36	19409	0
3_peak_197452_lociStitched	chrX	17318000	17320600	3	1403	1249.3	19410	0
3_peak_1112_lociStitched	chr10	16588400	16590800	3	2403	1249.2	19411	0
4_peak_117643_lociStitched	chr3	16920800	16924200	4	2404	1249.16	19412	0
3_peak_40488_lociStitched	chr13	100870800	100873600	3	2803	1249.08	19413	0
4_peak_49661_lociStitched	chr14	116977000	116980800	4	2404	1249.06	19414	0
2_peak_182226_lociStitched	chr8	102633400	102637200	2	2602	1249.06	19415	0
3_peak_133984_lociStitched	chr4	106007000	106008800	3	1803	1248.48	19416	0
2_peak_16196_lociStitched	chr11	69253200	69258600	2	2402	1248.48	19417	0
6_peak_98132_lociStitched	chr1	165930800	165936200	6	3006	1248.48	19418	0
2_peak_118887_lociStitched	chr3	36537200	36541800	2	2202	1248.44	19419	0
2_peak_112602_lociStitched	chr2	135896600	135900200	2	2002	1248.12	19420	0
2_peak_192244_lociStitched	chr9	69216600	69222600	2	3002	1248	19421	0
2_peak_9009_lociStitched	chr10	111343200	111349600	2	2202	1248	19422	0
3_peak_140959_lociStitched	chr5	21607800	21610000	3	2203	1247.84	19423	0
4_peak_94093_lociStitched	chr1	121477600	121480600	4	1804	1247.7	19424	0
2_peak_169713_lociStitched	chr7	89521600	89527400	2	802	1247.58	19425	0
2_peak_83759_lociStitched	chr19	24400400	24404600	2	3802	1247.4	19426	0
3_peak_152759_lociStitched	chr5	148707200	148710000	3	2803	1247.12	19427	0
2_peak_68938_lociStitched	chr17	25469800	25474600	2	802	1247.04	19428	0
2_peak_3179_lociStitched	chr10	46162800	46168000	2	1002	1246.96	19429	0
2_peak_188498_lociStitched	chr9	41990400	41996600	2	5202	1246.82	19430	0
2_peak_184904_lociStitched	chr8	125460600	125466800	2	2002	1246.82	19431	0
1_peak_26954_lociStitched	chr12	59630400	59632800	1	2401	1246.8	19432	0
2_peak_147153_lociStitched	chr5	107947400	107951400	2	2802	1246.8	19433	0
2_peak_194167_lociStitched	chr9	100670200	100676200	2	1002	1246.8	19434	0
5_peak_130756_lociStitched	chr4	55012400	55015600	5	3205	1246.72	19435	0
3_peak_148503_lociStitched	chr5	116999800	117001600	3	1803	1246.68	19436	0
4_peak_185934_lociStitched	chr9	16386000	16390600	4	3804	1246.6	19437	0
3_peak_132097_lociStitched	chr4	80201800	80204800	3	3003	1246.5	19438	0
5_peak_135885_lociStitched	chr4	127438600	127443600	5	3005	1246.5	19439	0
3_peak_141439_lociStitched	chr5	25224000	25230800	3	3803	1246.44	19440	0
4_peak_103282_lociStitched	chr2	27331400	27337200	4	1404	1246.42	19441	0
2_peak_100262_lociStitched	chr1	187028400	187032400	2	2202	1246.4	19442	0
2_peak_59660_lociStitched	chr16	3955600	3959800	2	1602	1246.14	19443	0
2_peak_97134_lociStitched	chr1	157205200	157209200	2	2402	1246	19444	0
3_peak_152336_lociStitched	chr5	144411400	144417200	3	1803	1245.84	19445	0
3_peak_150568_lociStitched	chr5	130186600	130189600	3	3003	1245.6	19446	0
3_peak_169419_lociStitched	chr7	83675600	83683600	3	1403	1245.6	19447	0
4_peak_119698_lociStitched	chr3	55011600	55016600	4	2204	1245.5	19448	0
1_peak_72110_lociStitched	chr17	65049200	65052400	1	3201	1245.44	19449	0
2_peak_39256_lociStitched	chr13	91753600	91759200	2	2002	1245.44	19450	0
4_peak_70794_lociStitched	chr17	45731800	45735600	4	2204	1245.26	19451	0
1_peak_140617_lociStitched	chr5	18483200	18485600	1	2401	1245.12	19452	0
3_peak_48933_lociStitched	chr14	87155000	87157600	3	2603	1244.88	19453	0
3_peak_114338_lociStitched	chr2	154516200	154519000	3	2803	1244.88	19454	0
2_peak_185530_lociStitched	chr9	7979200	7985800	2	2402	1244.76	19455	0
1_peak_103567_lociStitched	chr2	29191000	29194400	1	3401	1244.74	19456	0
2_peak_119485_lociStitched	chr3	52210200	52215600	2	1602	1244.7	19457	0
4_peak_147163_lociStitched	chr5	108067400	108073400	4	6004	1244.4	19458	0
3_peak_105729_lociStitched	chr2	50292200	50295400	3	3203	1243.84	19459	0
4_peak_65335_lociStitched	chr16	70069600	70080000	4	1004	1243.84	19460	0
2_peak_119962_lociStitched	chr3	55963200	55968200	2	3002	1243.5	19461	0
1_peak_99448_lociStitched	chr1	178235200	178238000	1	2801	1243.48	19462	0
2_peak_86693_lociStitched	chr1	4907800	4911600	2	2002	1243.36	19463	0
2_peak_16564_lociStitched	chr11	72629200	72635200	2	1602	1243.2	19464	0
5_peak_143761_lociStitched	chr5	49349000	49351200	5	2205	1243	19465	0
3_peak_35995_lociStitched	chr13	46161000	46164000	3	1603	1242.9	19466	0
1_peak_83238_lociStitched	chr19	18417800	18420400	1	2601	1242.8	19467	0
2_peak_112985_lociStitched	chr2	140530200	140534400	2	2402	1242.78	19468	0
5_peak_162933_lociStitched	chr6	125193000	125197800	5	2405	1242.72	19469	0
3_peak_182524_lociStitched	chr8	105774200	105775800	3	1603	1242.56	19470	0
2_peak_17050_lociStitched	chr11	76120600	76123800	2	2002	1242.56	19471	0
5_peak_98991_lociStitched	chr1	174481800	174489600	5	3405	1242.54	19472	0
2_peak_167081_lociStitched	chr7	50019200	50023800	2	3002	1242.46	19473	0
4_peak_136815_lociStitched	chr4	133101600	133104400	4	2804	1242.36	19474	0
2_peak_110176_lociStitched	chr2	107071200	107074600	2	602	1242.36	19475	0
2_peak_145941_lociStitched	chr5	90229200	90234000	2	2402	1242.24	19476	0
1_peak_160738_lociStitched	chr6	108020800	108023000	1	2201	1242.12	19477	0
2_peak_57869_lociStitched	chr15	90119400	90124400	2	1802	1242	19478	0
2_peak_72809_lociStitched	chr17	71833600	71838600	2	1802	1242	19479	0
3_peak_96973_lociStitched	chr1	155559400	155565400	3	6003	1242	19480	0
3_peak_160039_lociStitched	chr6	98632200	98636400	3	1803	1241.94	19481	0
4_peak_139156_lociStitched	chr4	150794000	150799800	4	2604	1241.78	19482	0
3_peak_14342_lociStitched	chr11	53228600	53233400	3	2403	1241.76	19483	0
3_peak_73981_lociStitched	chr17	87023400	87027400	3	1603	1241.6	19484	0
1_peak_56291_lociStitched	chr15	79879200	79882600	1	3401	1241.34	19485	0
2_peak_51792_lociStitched	chr15	30847200	30851600	2	1002	1241.24	19486	0
2_peak_172382_lociStitched	chr7	116701200	116707000	2	1402	1241.2	19487	0
2_peak_105254_lociStitched	chr2	41928000	41933600	2	1602	1240.96	19488	0
3_peak_44062_lociStitched	chr14	27237600	27243000	3	2003	1240.92	19489	0
2_peak_105523_lociStitched	chr2	48618600	48625200	2	4202	1240.8	19490	0
4_peak_47522_lociStitched	chr14	67946600	67956000	4	1004	1240.8	19491	0
4_peak_141769_lociStitched	chr5	27844000	27847200	4	2404	1240.64	19492	0
4_peak_1519_lociStitched	chr10	21441200	21444800	4	2204	1240.56	19493	0
3_peak_56543_lociStitched	chr15	80978600	80981600	3	3003	1240.5	19494	0
2_peak_99410_lociStitched	chr1	177604800	177609200	2	1802	1240.36	19495	0
4_peak_198071_lociStitched	chrX	88070200	88074600	4	3404	1240.36	19496	0
1_peak_196203_lociStitched	chr9	115194800	115198000	1	3201	1240.32	19497	0
3_peak_49633_lociStitched	chr14	113468400	113471600	3	3203	1240.32	19498	0
2_peak_90826_lociStitched	chr1	64302600	64306000	2	1802	1240.32	19499	0
4_peak_27509_lociStitched	chr12	70976200	70983600	4	3404	1240.24	19500	0
3_peak_115186_lociStitched	chr2	160678400	160684400	3	1603	1240.2	19501	0
2_peak_99656_lociStitched	chr1	179853200	179859800	2	2202	1240.14	19502	0
2_peak_136740_lociStitched	chr4	132807800	132810600	2	1802	1240.12	19503	0
2_peak_80550_lociStitched	chr18	72116800	72123000	2	1802	1240	19504	0
3_peak_3055_lociStitched	chr10	43309400	43313200	3	3803	1239.94	19505	0
7_peak_195402_lociStitched	chr9	108829400	108834200	7	4007	1239.84	19506	0
2_peak_48980_lociStitched	chr14	93168000	93172800	2	2402	1239.84	19507	0
2_peak_2863_lociStitched	chr10	42118200	42123000	2	2002	1239.84	19508	0
3_peak_89128_lociStitched	chr1	39856400	39858800	3	1603	1239.6	19509	0
3_peak_198430_lociStitched	chrX	133653600	133658400	3	2803	1239.36	19510	0
2_peak_146269_lociStitched	chr5	97108200	97111000	2	2802	1239.28	19511	0
3_peak_70920_lociStitched	chr17	46864200	46867800	3	3603	1239.12	19512	0
2_peak_160626_lociStitched	chr6	106276000	106281800	2	2202	1238.88	19513	0
2_peak_26457_lociStitched	chr12	50987600	50990200	2	1802	1238.64	19514	0
4_peak_74798_lociStitched	chr18	6980800	6990000	4	2004	1238.32	19515	0
4_peak_176411_lociStitched	chr8	16344800	16348600	4	1604	1238.04	19516	0
1_peak_91080_lociStitched	chr1	66492000	66496000	1	4001	1238	19517	0
3_peak_35017_lociStitched	chr13	40898200	40900800	3	2603	1237.86	19518	0
2_peak_182833_lociStitched	chr8	109394800	109400600	2	1602	1237.72	19519	0
4_peak_9177_lociStitched	chr10	114808200	114814000	4	3404	1237.72	19520	0
2_peak_66196_lociStitched	chr16	90239400	90242800	2	2002	1237.6	19521	0
3_peak_100366_lociStitched	chr1	189321000	189328000	3	2603	1237.6	19522	0
2_peak_186992_lociStitched	chr9	28788400	28791600	2	1602	1237.44	19523	0
2_peak_129597_lociStitched	chr4	41207000	41211800	2	1802	1237.44	19524	0
3_peak_51772_lociStitched	chr15	30717200	30720200	3	3003	1237.2	19525	0
2_peak_86218_lociStitched	chr19	57030800	57036400	2	2602	1237.04	19526	0
2_peak_185885_lociStitched	chr9	16133200	16140000	2	4002	1236.92	19527	0
5_peak_31294_lociStitched	chr12	105980600	105983600	5	3005	1236.9	19528	0
4_peak_55966_lociStitched	chr15	78514400	78518600	4	2004	1236.9	19529	0
3_peak_184255_lociStitched	chr8	122294200	122300400	3	4003	1236.9	19530	0
5_peak_190867_lociStitched	chr9	58261600	58266000	5	2005	1236.84	19531	0
2_peak_94729_lociStitched	chr1	131359000	131363400	2	1802	1236.84	19532	0
2_peak_164173_lociStitched	chr6	142909200	142917200	2	4602	1236.8	19533	0
3_peak_37807_lociStitched	chr13	59817800	59822000	3	4203	1236.48	19534	0
4_peak_1670_lociStitched	chr10	23606800	23612400	4	2404	1236.48	19535	0
2_peak_18919_lociStitched	chr11	93642400	93646800	2	1802	1236.4	19536	0
2_peak_41908_lociStitched	chr13	118344000	118350800	2	3602	1236.24	19537	0
2_peak_87115_lociStitched	chr1	15538400	15545000	2	2202	1236.18	19538	0
4_peak_160902_lociStitched	chr6	108698000	108701800	4	2404	1236.14	19539	0
4_peak_84134_lociStitched	chr19	30065200	30071400	4	2604	1235.66	19540	0
3_peak_188582_lociStitched	chr9	42322400	42326800	3	4403	1235.52	19541	0
2_peak_122576_lociStitched	chr3	93337200	93342000	2	1402	1235.52	19542	0
3_peak_52055_lociStitched	chr15	34307600	34311200	3	3603	1235.16	19543	0
2_peak_91979_lociStitched	chr1	82110000	82114400	2	2202	1235.08	19544	0
2_peak_14695_lociStitched	chr11	56571400	56576400	2	2202	1235	19545	0
2_peak_196307_lociStitched	chr9	118042200	118047600	2	5402	1234.98	19546	0
3_peak_154963_lociStitched	chr6	32699000	32702400	3	3403	1234.88	19547	0
2_peak_18619_lociStitched	chr11	88506600	88510600	2	1602	1234.8	19548	0
2_peak_106298_lociStitched	chr2	59678200	59684200	2	2802	1234.8	19549	0
1_peak_122219_lociStitched	chr3	88648400	88652200	1	3801	1234.62	19550	0
6_peak_89410_lociStitched	chr1	43694200	43699400	6	3006	1234.48	19551	0
4_peak_49130_lociStitched	chr14	99579400	99582200	4	2804	1234.24	19552	0
2_peak_177509_lociStitched	chr8	32673600	32680400	2	2802	1234.2	19553	0
3_peak_160567_lociStitched	chr6	104035000	104041400	3	3603	1233.92	19554	0
2_peak_89769_lociStitched	chr1	52331000	52337200	2	2402	1233.8	19555	0
2_peak_19091_lociStitched	chr11	94674200	94676800	2	2602	1233.7	19556	0
4_peak_78261_lociStitched	chr18	45500800	45506000	4	2604	1233.44	19557	0
1_peak_68136_lociStitched	chr17	11074000	11077600	1	3601	1233.36	19558	0
2_peak_157045_lociStitched	chr6	55591600	55597000	2	1602	1233.36	19559	0
2_peak_145691_lociStitched	chr5	81671600	81675600	2	2402	1233.2	19560	0
3_peak_191500_lociStitched	chr9	63091600	63093200	3	1603	1233.12	19561	0
4_peak_151243_lociStitched	chr5	135673200	135676000	4	2404	1233.12	19562	0
4_peak_177195_lociStitched	chr8	25944600	25949400	4	2204	1233.12	19563	0
2_peak_13967_lociStitched	chr11	50176400	50179000	2	2602	1232.92	19564	0
2_peak_169791_lociStitched	chr7	90332600	90337000	2	2602	1232.88	19565	0
3_peak_52927_lociStitched	chr15	41830000	41834000	3	4003	1232.8	19566	0
3_peak_45208_lociStitched	chr14	36902000	36906600	3	3803	1232.8	19567	0
3_peak_131170_lociStitched	chr4	59454200	59463400	3	2403	1232.8	19568	0
3_peak_4019_lociStitched	chr10	61621200	61625600	3	2203	1232.44	19569	0
2_peak_175255_lociStitched	chr8	4524200	4528400	2	1202	1232.28	19570	0
3_peak_125109_lociStitched	chr3	126397400	126403200	3	3403	1231.92	19571	0
2_peak_107420_lociStitched	chr2	71918200	71925000	2	2602	1231.48	19572	0
2_peak_195013_lociStitched	chr9	106999600	107003800	2	2602	1231.44	19573	0
2_peak_2574_lociStitched	chr10	40521400	40526600	2	802	1231.36	19574	0
3_peak_91318_lociStitched	chr1	73456600	73462400	3	2803	1231.34	19575	0
4_peak_109542_lociStitched	chr2	101895400	101899000	4	2404	1231.2	19576	0
3_peak_151761_lociStitched	chr5	139754800	139759200	3	1603	1231.12	19577	0
3_peak_40543_lociStitched	chr13	101438800	101443000	3	2203	1231.02	19578	0
5_peak_164793_lociStitched	chr7	4783200	4788400	5	3205	1230.84	19579	0
2_peak_95524_lociStitched	chr1	134926400	134933800	2	2802	1230.62	19580	0
2_peak_93843_lociStitched	chr1	107764800	107768800	2	3002	1230	19581	0
2_peak_24244_lociStitched	chr12	16630400	16636400	2	1402	1230	19582	0
4_peak_30315_lociStitched	chr12	99196800	99199800	4	1604	1229.7	19583	0
2_peak_125997_lociStitched	chr3	137680800	137684600	2	2202	1229.68	19584	0
2_peak_48794_lociStitched	chr14	79343800	79347600	2	1602	1229.68	19585	0
4_peak_185429_lociStitched	chr9	3572800	3577400	4	1204	1229.58	19586	0
1_peak_171406_lociStitched	chr7	105372400	105375400	1	3001	1229.4	19587	0
3_peak_141186_lociStitched	chr5	24046400	24054200	3	2003	1229.28	19588	0
2_peak_97729_lociStitched	chr1	161972000	161977000	2	2202	1229	19589	0
4_peak_113093_lociStitched	chr2	142055000	142059400	4	3204	1228.92	19590	0
4_peak_72085_lociStitched	chr17	64716200	64720600	4	1804	1228.92	19591	0
3_peak_113521_lociStitched	chr2	145232400	145235000	3	2603	1228.76	19592	0
4_peak_73001_lociStitched	chr17	74538000	74544800	4	2004	1228.08	19593	0
2_peak_130900_lociStitched	chr4	57010000	57015000	2	3202	1228	19594	0
3_peak_22696_lociStitched	chr11	119152200	119157200	3	803	1228	19595	0
2_peak_33589_lociStitched	chr13	15777200	15782600	2	2002	1227.96	19596	0
4_peak_119095_lociStitched	chr3	41228000	41231200	4	2004	1227.84	19597	0
3_peak_69784_lociStitched	chr17	29635200	29638400	3	3203	1227.84	19598	0
3_peak_193562_lociStitched	chr9	94278200	94280000	3	1803	1227.6	19599	0
1_peak_20979_lociStitched	chr11	107388200	107391200	1	3001	1227.6	19600	0
3_peak_52042_lociStitched	chr15	34084600	34091000	3	3803	1227.52	19601	0
4_peak_84613_lociStitched	chr19	37907000	37910400	4	3004	1227.4	19602	0
3_peak_66930_lociStitched	chr16	95737800	95741000	3	3203	1226.88	19603	0
3_peak_25716_lociStitched	chr12	34811400	34813400	3	2003	1226.8	19604	0
1_peak_125999_lociStitched	chr3	137707400	137710800	1	3401	1226.72	19605	0
2_peak_79544_lociStitched	chr18	62885200	62890200	2	3002	1226.5	19606	0
4_peak_196460_lociStitched	chr9	119935800	119938800	4	2204	1226.4	19607	0
4_peak_198478_lociStitched	chrX	135799000	135803200	4	3604	1226.4	19608	0
4_peak_53646_lociStitched	chr15	58416000	58421400	4	4404	1226.34	19609	0
2_peak_119616_lociStitched	chr3	53446200	53450600	2	1402	1226.28	19610	0
2_peak_190426_lociStitched	chr9	56291800	56299200	2	2602	1226.18	19611	0
3_peak_113078_lociStitched	chr2	141843800	141846200	3	2403	1226.16	19612	0
2_peak_44212_lociStitched	chr14	27962400	27966000	2	2402	1226.16	19613	0
4_peak_197130_lociStitched	chr9	123333400	123339200	4	4204	1226.12	19614	0
2_peak_182067_lociStitched	chr8	95656400	95662200	2	1602	1226.12	19615	0
3_peak_195811_lociStitched	chr9	112261000	112263200	3	2203	1226.06	19616	0
2_peak_85150_lociStitched	chr19	44245800	44248400	2	1802	1225.9	19617	0
4_peak_36439_lociStitched	chr13	51195400	51199000	4	2404	1225.8	19618	0
2_peak_156058_lociStitched	chr6	42667600	42673000	2	602	1225.8	19619	0
2_peak_97724_lociStitched	chr1	161836600	161842000	2	1602	1225.8	19620	0
1_peak_78645_lociStitched	chr18	53289200	53291600	1	2401	1225.68	19621	0
3_peak_195808_lociStitched	chr9	112237000	112239400	3	2403	1225.68	19622	0
3_peak_140088_lociStitched	chr5	4801400	4805600	3	4203	1225.56	19623	0
2_peak_43637_lociStitched	chr14	24017800	24021400	2	3202	1225.44	19624	0
3_peak_169221_lociStitched	chr7	81522600	81525600	3	1403	1225.2	19625	0
1_peak_189554_lociStitched	chr9	47857000	47859600	1	2601	1225.12	19626	0
2_peak_150213_lociStitched	chr5	126332800	126336600	2	2802	1225.12	19627	0
3_peak_33165_lociStitched	chr13	10006600	10010400	3	3803	1225.12	19628	0
2_peak_79827_lociStitched	chr18	65239200	65245600	2	1802	1224.96	19629	0
4_peak_164376_lociStitched	chr6	145967400	145974200	4	3004	1224.68	19630	0
4_peak_73984_lociStitched	chr17	87038000	87043000	4	5004	1224.5	19631	0
3_peak_194065_lociStitched	chr9	99245000	99252600	3	4203	1224.36	19632	0
5_peak_37446_lociStitched	chr13	58050200	58052400	5	2205	1224.08	19633	0
4_peak_1830_lociStitched	chr10	25928000	25930600	4	1804	1224.08	19634	0
2_peak_71982_lociStitched	chr17	64015400	64020600	2	2402	1224.08	19635	0
6_peak_144509_lociStitched	chr5	65144800	65149400	6	3206	1224.06	19636	0
2_peak_105026_lociStitched	chr2	37795400	37799800	2	2202	1223.64	19637	0
2_peak_158864_lociStitched	chr6	88409200	88413800	2	2602	1223.6	19638	0
